strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/QLD0x00E528/2022	betacoronavirus	EPI_ISL_12531836	?	2022-04-18	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.10	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4FF/2022	betacoronavirus	EPI_ISL_12531833	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29737	Human	unknown	unknown	?	BA.2.33	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E526/2022	betacoronavirus	EPI_ISL_12531831	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29737	Human	unknown	unknown	?	BA.2.3	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4A1/2022	betacoronavirus	EPI_ISL_12531825	?	2022-04-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	BA.2.10	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4E5/2022	betacoronavirus	EPI_ISL_12531824	?	2022-04-20	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	BA.2.3	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E54F/2022	betacoronavirus	EPI_ISL_12531819	?	2022-04-25	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	BA.2.62	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E506/2022	betacoronavirus	EPI_ISL_12531818	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4FA/2022	betacoronavirus	EPI_ISL_12531817	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.17	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4F8/2022	betacoronavirus	EPI_ISL_12531816	?	2022-04-15	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.17	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4F5/2022	betacoronavirus	EPI_ISL_12531815	?	2022-04-13	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.17	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4F1/2022	betacoronavirus	EPI_ISL_12531814	?	2022-04-13	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.17	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4BA/2022	betacoronavirus	EPI_ISL_12531813	?	2022-04-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.1.15	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E49F/2022	betacoronavirus	EPI_ISL_12531812	?	2022-04-15	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.17	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E499/2022	betacoronavirus	EPI_ISL_12531811	?	2022-04-26	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E55B/2022	betacoronavirus	EPI_ISL_12531810	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E49C/2022	betacoronavirus	EPI_ISL_12531809	?	2022-04-15	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29744	Human	unknown	unknown	?	BA.2.10	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E54C/2022	betacoronavirus	EPI_ISL_12531806	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29691	Human	unknown	unknown	?	BA.2.3.16	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E56A/2022	betacoronavirus	EPI_ISL_12531800	?	2022-04-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.2	GRA	Genomics for Life	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E49A/2022	betacoronavirus	EPI_ISL_12531799	?	2022-04-26	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E551/2022	betacoronavirus	EPI_ISL_12531797	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29731	Human	unknown	unknown	?	BA.2.9	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E54A/2022	betacoronavirus	EPI_ISL_12531793	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29722	Human	unknown	unknown	?	BA.2.33	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E548/2022	betacoronavirus	EPI_ISL_12531791	?	2022-04-23	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	BA.2.10	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E520/2022	betacoronavirus	EPI_ISL_12531789	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.3	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4E4/2022	betacoronavirus	EPI_ISL_12531788	?	2022-04-20	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.62	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E501/2022	betacoronavirus	EPI_ISL_12531786	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29737	Human	unknown	unknown	?	BA.2.33	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E527/2022	betacoronavirus	EPI_ISL_12531783	?	2022-04-25	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4FE/2022	betacoronavirus	EPI_ISL_12531782	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29721	Human	unknown	unknown	?	BA.2.33	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4BB/2022	betacoronavirus	EPI_ISL_12531781	?	2022-04-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.62	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E569/2022	betacoronavirus	EPI_ISL_12531780	?	2022-04-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.33	GRA	Genomics for Life	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E56D/2022	betacoronavirus	EPI_ISL_12531778	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.10.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E52C/2022	betacoronavirus	EPI_ISL_12531776	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.10	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4FB/2022	betacoronavirus	EPI_ISL_12531767	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29737	Human	unknown	unknown	?	BA.2.33	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E535/2022	betacoronavirus	EPI_ISL_12531763	?	2022-04-18	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.10.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E561/2022	betacoronavirus	EPI_ISL_12531762	?	2022-04-25	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.2	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4FD/2022	betacoronavirus	EPI_ISL_12531760	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.33	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E541/2022	betacoronavirus	EPI_ISL_12531758	?	2022-04-20	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29744	Human	unknown	unknown	?	BA.2.3	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E576/2022	betacoronavirus	EPI_ISL_12531757	?	2022-04-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29739	Human	unknown	unknown	?	BA.2.62	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E540/2022	betacoronavirus	EPI_ISL_12531756	?	2022-04-20	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.62	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4E6/2022	betacoronavirus	EPI_ISL_12531753	?	2022-04-20	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29691	Human	unknown	unknown	?	BA.2.3	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4D6/2022	betacoronavirus	EPI_ISL_12531752	?	2022-04-16	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29455	Human	unknown	unknown	?	BA.2.10	GRA	Mater Pathology	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4C2/2022	betacoronavirus	EPI_ISL_12531751	?	2022-04-12	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29456	Human	unknown	unknown	?	BA.2.2	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E55D/2022	betacoronavirus	EPI_ISL_12531750	?	2022-04-25	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.1.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4FC/2022	betacoronavirus	EPI_ISL_12531748	?	2022-04-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29676	Human	unknown	unknown	?	BA.2.33	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E566/2022	betacoronavirus	EPI_ISL_12531747	?	2022-04-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29746	Human	unknown	unknown	?	BA.2.10	GRA	Genomics for Life	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E4E9/2022	betacoronavirus	EPI_ISL_12531746	?	2022-04-09	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29743	Human	unknown	unknown	?	BA.1.17	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/QLD0x00E495/2022	betacoronavirus	EPI_ISL_12531743	?	2022-04-23	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29685	Human	unknown	unknown	?	BA.1.17	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/NSW-RPAH-2991/2022	betacoronavirus	EPI_ISL_12511511	?	2022-04-27	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	28773	Human	unknown	unknown	?	BA.2.12.2	GRA	New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/NSW-RPAH-2986/2022	betacoronavirus	EPI_ISL_12511507	?	2022-04-18	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	28578	Human	unknown	unknown	?	BA.2.42	GRA	New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/NSW-RPAH-2982/2022	betacoronavirus	EPI_ISL_12511503	?	2022-05-02	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	28578	Human	unknown	unknown	?	BA.2.42	GRA	New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/NSW-RPAH-2979/2022	betacoronavirus	EPI_ISL_12511501	?	2022-05-01	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	28578	Human	unknown	unknown	?	BA.2.42	GRA	New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-05-05	?
hCoV-19/Australia/NSW-RPAH-2977/2022	betacoronavirus	EPI_ISL_12511499	?	2022-04-29	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	28578	Human	unknown	unknown	?	BA.2.3	GRA	New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-05-05	?
